Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-31,12.1622779772764,12.24161473157,11.8607993702165,12.0194721221924,14358800,0,0
2019-01-02,11.9242676951604,12.3288837538313,11.5593200110553,12.2495470046997,10764100,0,0
2019-01-03,12.2178126977501,12.6144949380227,12.0591399529633,12.3050832748413,15131400,0,0
2019-01-04,12.53515993542,12.844572379686,12.5113592109722,12.65416431427,14930300,0,0
2019-01-07,12.7255655788947,13.1857168659018,12.6779626258363,12.9318389892578,21000100,0,0
2019-01-08,13.0587787997705,13.2809214020831,12.9953097009987,13.2650537490845,10723400,0,0
2019-01-09,13.2650537450816,13.2888552245723,12.7255671622955,12.8287038803101,17285800,0,0
2019-01-10,12.8207706003777,12.8842397018361,12.5827610916031,12.6938323974609,13777900,0,0
2019-01-11,12.7255665852059,12.9794429687034,12.5748269150457,12.9080400466919,12742400,0,0
2019-01-14,12.8525058231578,13.114316054104,12.8525058231578,12.868371963501,15267500,0,0
2019-01-15,12.8604382076915,13.0429131982607,12.7890367926964,12.8445720672607,11461200,0,0
2019-01-16,12.8604365008287,13.0429114671795,12.6303616062805,12.6858968734741,19379600,0,0
2019-01-17,12.6541638741929,12.6858984245567,12.0750081409008,12.1702117919922,19253300,0,0
2019-01-18,12.2812820835922,12.7414334325674,12.2257468107677,12.5589599609375,16137100,0,0
2019-01-22,12.4796241432195,12.5351601768156,12.0988095182767,12.2098808288574,12759100,0,0
2019-01-23,12.2812828096916,12.4082217726133,12.0036056725407,12.0670747756958,10900200,0,0
2019-01-24,11.4879178046983,11.7417949637878,11.4006479804992,11.670392036438,20353100,0,0
2019-01-25,11.7338624404812,11.9877388711605,11.4879190808019,11.8925352096558,17034800,0,0
2019-01-28,11.8290626856948,12.1305412383638,11.7497267023258,11.9718685150146,14333900,0,0
2019-01-29,11.9877367373042,12.1622771306332,11.8607985445599,11.9004669189453,10048600,0,0
2019-01-30,11.9084021206906,12.0036057762459,11.4720514652706,11.8846006393433,11729400,0,0
2019-01-31,11.9401355886405,12.1860781540124,11.7655951909946,12.1543436050415,11275700,0,0
2019-02-01,12.1622773862805,12.3526846793992,12.0670737397211,12.0988082885742,16533400,0,0
2019-02-04,12.1622782338242,12.1622782338242,11.860799620405,11.9242687225342,12371000,0,0
2019-02-05,11.4958520899438,11.8925343629435,11.4799851924618,11.5672550201416,28680500,0,0
2019-02-06,11.583122979185,11.7973310188063,11.3133789053858,11.3847818374634,14971900,0,0
2019-02-07,11.2657758474642,11.2816435007767,11.0118994473536,11.2023067474365,17018000,0,0
2019-02-08,11.1309034485871,11.2975100197419,11.0833020034636,11.2737092971802,11214700,0,0
2019-02-11,11.3133782630413,11.3689135374546,11.1071033057759,11.1943731307983,15233500,0,0
2019-02-12,11.3451111613053,11.5831206345153,11.2975089640188,11.5434522628784,12343200,0,0
2019-02-13,11.5513878700204,11.6941929706813,11.4879180116461,11.6624584197998,23909600,0,0
2019-02-14,10.2899370171212,10.8928934175789,10.1074628021558,10.1391973495483,86421900,0,0
2019-02-15,10.2264689711088,11.0595011147464,10.2264689711088,10.9008283615112,36191500,0,0
2019-02-19,11.107102763207,11.4323820802145,10.980164566971,11.1864395141602,19618400,0,0
2019-02-20,10.9880986080819,11.2499088320868,10.9722309549367,11.0277662277222,14258900,0,0
2019-02-21,10.9722313907202,11.0118997685473,10.5200138506802,10.5755491256714,17023700,0,0
2019-02-22,10.7976909387941,10.8452931433174,10.5834829099678,10.6628189086914,12510200,0,0
2019-02-25,10.7421540933523,10.7659548138282,10.4089409802445,10.4486093521118,16674800,0,0
2019-02-26,10.242335364239,10.3851412134308,10.1550655434059,10.2978706359863,23853600,0,0
2019-02-27,10.2740708061216,10.4406773924527,10.2264693566621,10.3930759429932,11769900,0,0
2019-02-28,10.3534069920522,10.4644775390625,10.2582033417814,10.4644775390625,14081200,0,0
2019-03-01,10.4565435823477,10.4724104777418,10.2185340985467,10.2899370193481,15583300,0,0
2019-03-04,10.1074637322394,10.2344019334902,9.25063011718495,9.63937854766846,43411400,0,0
2019-03-05,9.60764399595374,9.63937854626182,9.37756831706734,9.49657344818115,23572000,0,0
2019-03-06,9.48070392016571,9.52037228936029,9.13955776095926,9.17129230499268,18259800,0,0
2019-03-07,9.33789892561366,9.82185091517827,9.28236290564897,9.60764217376709,25780600,0,0
2019-03-08,9.53624189708491,9.76631757770518,9.45690514241115,9.75838375091553,15539200,0,0
2019-03-11,9.71789139365357,10.1309019632379,9.69359688141585,9.99323177337647,16095800,0.25,0
2019-03-12,10.0175266521509,10.0661164507128,9.79887448939376,9.89605331420898,14372400,0,0
2019-03-13,9.7988748550415,9.92844662629682,9.75838348344705,9.7988748550415,15287400,0,0
2019-03-14,9.74218613091375,9.8717578955859,9.63690887904047,9.65310573577881,12602400,0,0
2019-03-15,9.73408784875153,9.83936432154473,9.64500668703769,9.79077529907227,25034900,0,0
2019-03-18,9.79077590485543,9.85556178703293,9.70169473762989,9.77457904815674,8572900,0,0
2019-03-19,9.79077768844088,9.81507220560601,9.59642000650225,9.64500904083252,11126500,0,0
2019-03-20,9.60451654165887,9.77457968655922,9.52353456980217,9.63690948486328,12736200,0,0
2019-03-21,9.59641876169513,9.85556230399829,9.53973053258481,9.80697250366211,14863600,0,0
2019-03-22,9.81507083890682,9.98513397999988,9.80697241020985,9.85556221008301,14364300,0,0
2019-03-25,9.87175832441816,9.97703558086472,9.71789204026315,9.73408889770508,12217200,0,0
2019-03-26,9.75838412622058,9.98513474085318,9.74218726759246,9.96084022521973,10948900,0,0
2019-03-27,9.92034643714905,10.0013291659676,9.8150691986084,9.8150691986084,8022000,0,0
2019-03-28,9.82316867831315,9.87175770296279,9.73408828491639,9.75838279724121,6127200,0,0
2019-03-29,9.82317069952732,9.87175973417463,9.61261615656554,9.70979499816895,9491200,0,0
2019-04-01,9.7745791790145,10.0661164250249,9.76648152286538,10.0175266265869,12138300,0,0
2019-04-02,10.0337232558504,10.1551965907262,9.81507032630362,9.82316875457764,13310400,0,0
2019-04-03,9.92034780201968,10.0418211396516,9.91224937356191,10.0175266265869,8722700,0,0
2019-04-04,10.0175269737,10.1390010878497,10.0175269737,10.0337238311768,6916900,0,0
2019-04-05,10.0580194314797,10.2766716248725,10.0499210018666,10.1632966995239,16273700,0,0
2019-04-08,10.1309024564157,10.1794914832565,10.0175267732728,10.1470985412598,8558400,0,0
2019-04-09,10.0742144302513,10.0823128589897,9.96893794588707,10.0337238311768,7873100,0,0
2019-04-10,10.0499210018666,10.1794927864414,9.98513510957917,10.1632966995239,8055100,0,0
2019-04-11,10.1632962566229,10.2928680355512,10.0985103671588,10.195689201355,7849600,0,0
2019-04-12,10.2280797254274,10.2280797254274,9.79887311622982,9.8150691986084,11889900,0,0
2019-04-15,9.8393646850155,9.87985605344406,9.66120389962367,9.69359683990479,11415200,0,0
2019-04-16,9.71789208237006,9.92034816741943,9.5964187402639,9.92034816741943,15016200,0,0
2019-04-17,9.87985681801204,9.95274113236197,9.76648190440875,9.80697250366211,6889100,0,0
2019-04-18,9.77458007843493,9.85556282584701,9.67740124492566,9.83126831054688,9396000,0,0
2019-04-22,9.82316931857045,9.82316931857045,9.54782891991419,9.62071323394775,16563100,0,0
2019-04-23,9.64500757371526,9.68549894437046,9.42635540787102,9.61261463165283,13112700,0,0
2019-04-24,9.55592740071443,9.66120465796883,9.32107837216497,9.3858642578125,12004700,0,0
2019-04-25,9.345372741448,9.47494451073601,9.23199705716665,9.25629234313965,10754400,0,0
2019-04-26,9.31297744757192,9.58831777393905,9.28058451342923,9.41015625,12893200,0,0
2019-04-29,9.42635647980966,9.53163374656156,9.35347215880383,9.44255256652832,8129600,0,0
2019-04-30,9.45064981963326,9.45874824813887,9.23199688383349,9.24819374084473,10898500,0,0
2019-05-01,9.22390027637733,9.34537362853829,9.1834089015541,9.19960498809814,8711200,0,0
2019-05-02,9.22389922763653,9.31297962427236,9.13481805869204,9.24819374084473,10071200,0,0
2019-05-03,9.2805872411403,9.49114176110734,9.25629272646985,9.45874881744385,7848000,0,0
2019-05-06,9.3210784738995,9.44255181773726,9.296783187285,9.329176902771,9629500,0,0
2019-05-07,9.28868589505026,9.31298041030898,9.14291725888055,9.24009609222412,16329300,0,0
2019-05-08,9.29678294181066,9.49923902440035,9.19960411484464,9.25629234313965,16355800,0,0
2019-05-09,8.91616518682277,8.94855812596301,8.32499308212765,8.79469108581543,27458900,0,0
2019-05-10,8.77849647259071,9.10242591824366,8.67321920967633,8.81898784637451,11189700,0,0
2019-05-13,8.64892354613679,8.72180785481009,8.45456513223847,8.51125335693359,19390600,0,0
2019-05-14,8.66512024778769,8.94046064582108,8.60033436263968,8.90806770324707,14838700,0,0
2019-05-15,8.81088914098583,8.88377345705042,8.7218087393006,8.86757659912109,11889700,0,0
2019-05-16,8.95665963378884,8.95665963378884,8.60843483905431,8.62463092803955,14660600,0,0
2019-05-17,8.54364827385926,8.68941615262213,8.50315689608282,8.57604122161865,10552700,0,0
2019-05-20,8.51935056923332,8.55984115955441,8.14683142319634,8.20351886749268,18718700,0,0
2019-05-21,8.27640437355812,8.38977927869584,8.13063575574264,8.28450202941895,10598900,0,0
2019-05-22,8.21971653885355,8.26020790931419,8.0253588874129,8.06585025787354,12410500,0,0
2019-05-23,7.99296630195221,8.00916315978222,7.80670707075919,7.82290315628052,13638900,0,0
2019-05-24,7.98486842100894,8.25211041507447,7.9524754754346,8.18732452392578,15554000,0,0
2019-05-28,8.23591180313465,8.34928746403582,8.18732201351743,8.20351886749268,17096900,0,0
2019-05-29,8.20352132064972,8.46266488327906,8.19542289124037,8.41407585144043,19413700,0,0
2019-05-30,8.4545656149196,8.7946918932741,8.42217267280529,8.66512012481689,28062600,0,0
2019-05-31,8.64024440284058,8.89729537509402,8.54903289507081,8.66512012481689,18338600,0.25,0
2019-06-03,8.63195242199835,8.66512031562545,8.34173355045748,8.57390880584717,16522100,0,0
2019-06-04,8.59878455550171,8.65682817183603,8.30856568304515,8.58220100402832,12599400,0,0
2019-06-05,8.5822021421174,8.5822021421174,8.27539809593212,8.43294620513916,10916800,0,0
2019-06-06,8.41635953050121,8.70657915187774,8.39977598142004,8.68999481201172,10865600,0,0
2019-06-07,8.73145583025453,8.80608378628161,8.60707643073269,8.73974800109863,8047000,0,0
2019-06-10,8.73974630023066,8.8558342971011,8.5324468141808,8.56561470031738,11059200,0,0
2019-06-11,8.61536940043614,9.01338414843987,8.58220150476916,8.84754467010498,12742100,0,0
2019-06-12,8.80608360317307,8.9885074040255,8.72316426881099,8.93046379089356,12741900,0,0
2019-06-13,8.97192342186749,9.25385090971215,8.93046414841912,9.2455587387085,14498200,0,0
2019-06-14,9.25385110062983,9.28701899454379,9.09630380223475,9.20409965515137,9681500,0,0
2019-06-17,9.24555776778657,9.44456589705071,9.20409849869205,9.33677005767822,14432600,0,0
2019-06-18,9.33677071866951,9.49431800842285,9.33677071866951,9.49431800842285,12370400,0,0
2019-06-19,9.49431624169133,9.59381989945933,9.35335252882382,9.39481258392334,11484000,0,0
2019-06-20,9.48602605345588,9.56065401006243,9.35335448205978,9.41139888763428,9432800,0,0
2019-06-21,9.41139886033757,9.46115030407434,9.32847873306303,9.40310668945313,29562200,0,0
2019-06-24,9.43627480112691,9.43627480112691,9.18751520431704,9.22068309783936,15178300,0,0
2019-06-25,9.1709311482724,9.19580686934899,8.84754361113707,8.91387939453125,16681800,0,0
2019-06-26,8.96363141881236,9.07142647122995,8.93875490752994,9.04655075073242,8665900,0,0
2019-06-27,9.23726691816727,9.73478529289658,9.19580685591027,9.65186595916748,14638400,0,0
2019-06-28,9.70161819306665,9.80941404741889,9.61869885256992,9.75137042999268,18675400,0,0
2019-07-01,9.88404103735065,9.92550109892242,9.66015717933398,9.70161724090576,12630000,0,0
2019-07-02,9.70161740124795,9.81770541741058,9.6435737885591,9.65186595916748,9730600,0,0
2019-07-03,9.70161816628512,9.7513704030738,9.5689465892286,9.74307823181152,15235900,0,0
2019-07-05,9.7099103911107,9.83428979759106,9.63528243090848,9.75966262817383,5795200,0,0
2019-07-08,9.7596636737638,9.8177072975684,9.64357563536952,9.68503570556641,13604300,0,0
2019-07-09,9.68503358753139,9.78453725977227,9.62698918563554,9.76795291900635,5848700,0,0
2019-07-10,9.83428862922551,9.9420844710681,9.78453718885809,9.89233303070068,8349500,0,0
2019-07-11,9.90062509491665,10.1245089644074,9.89233371480529,10.0084209442139,10760900,0,0
2019-07-12,10.0250060983248,10.1328019563567,9.92550241186122,10.1162176132202,6750700,0,0
2019-07-15,10.1162166610172,10.1742610657462,10.0332973254949,10.1659688949585,6854800,0,0
2019-07-16,10.1576767763988,10.232304732302,10.0581730987895,10.0830488204956,10890900,0,0
2019-07-17,10.0913424443959,10.0913424443959,9.75966347127249,9.77624702453613,10657900,0,0
2019-07-18,9.75136880784564,9.75136880784564,9.3284776320701,9.45285701751709,15470600,0,0
2019-07-19,9.46114926576077,9.5274850439864,9.36164559842231,9.42798137664795,10688400,0,0
2019-07-22,9.39481284184438,9.43627289808213,9.00508957846521,9.18751335144043,14410800,0,0
2019-07-23,9.20410046697236,9.30360415749068,9.07142808882956,9.26214408874512,11710900,0,0
2019-07-24,9.3284786018187,9.70161758773446,9.28701853876474,9.51090240478516,9327100,0,0
2019-07-25,9.51090237734786,9.54407026953836,9.44456659296687,9.502610206604,6878900,0,0
2019-07-26,9.55236303748902,9.75966257433608,9.45285856391166,9.74307823181152,6221100,0,0
2019-07-29,9.76795400869687,9.7845383513129,9.59382236515337,9.75966262817383,7255100,0,0
2019-07-30,9.73478557880738,10.0498809541161,9.60211400831633,10.0415887832642,13173200,0,0
2019-07-31,10.0498810626156,10.3152242064623,9.96696172555593,10.0250053405762,11572400,0,0
2019-08-01,10.1162159659447,10.2074282567725,9.94208434529186,10.0001287460327,11355700,0,0
2019-08-02,9.9420853474952,9.96696186065674,9.66015785794405,9.96696186065674,9076500,0,0
2019-08-05,9.77624702453613,9.84258281916081,9.66015898855042,9.77624702453613,10207700,0,0
2019-08-06,9.82599808910534,9.90891742706299,9.58553066469375,9.90891742706299,10833800,0,0
2019-08-07,9.70161739867435,9.74307746092035,9.49431787822923,9.60211372375488,13692000,0,0
2019-08-08,9.45285887509673,9.65186703801776,8.62366070041158,8.87242031097412,37874100,0,0
2019-08-09,8.82266781089468,8.98850726789206,8.53244816806058,8.93875503540039,12820600,0,0
2019-08-12,8.93046412245391,9.31189449809363,8.90558760951528,9.28701877593994,14970900,0,0
2019-08-13,9.33677063970669,9.71820179096174,9.26214268542864,9.51919364929199,12494800,0,0
2019-08-14,9.38652237416023,9.46944250166865,9.27872652471326,9.36164665222168,13149800,0,0
2019-08-15,9.38652133832416,9.45285711669654,8.70657921461491,8.75633144378662,15091800,0,0
2019-08-16,8.87241974234611,9.30360314512491,8.78120823365903,9.29531097412109,11492000,0,0
2019-08-19,9.34506371786213,9.61869904959792,9.303603651372,9.56065464019775,14485600,0,0
2019-08-20,9.50260950641095,9.70990901502306,9.29530999779882,9.33677005767822,12676100,0,0
2019-08-21,9.3865223749088,9.46115033151535,9.30360303817871,9.41139888763428,6829900,0,0
2019-08-22,9.48602473739905,9.70161640639978,9.41968896090418,9.59382057189941,8709400,0,0
2019-08-23,9.53577839773697,9.63528207742786,9.2621430808908,9.29531097412109,11600800,0,0
2019-08-26,9.39481612012942,9.62699140897878,9.37823256631843,9.61870002746582,6165200,0,0
2019-08-27,9.70161859490876,9.74307866226689,9.41969108581543,9.41969108581543,11290400,0,0
2019-08-28,9.43627343279294,9.58552932739258,9.2953097080677,9.58552932739258,12222400,0,0
2019-08-29,9.56010389029554,9.68723341935821,9.50925272528223,9.58553028106689,8016200,0.25,0
2019-08-30,9.59400353342584,9.72113304389789,9.55162783819974,9.64485549926758,8428200,0,0
2019-09-03,9.57705455155141,9.77198535913097,9.50077699788473,9.76351070404053,10688600,0,0
2019-09-04,9.8736904437852,10.0686220981113,9.8313147351735,9.88216590881348,9938600,0,0
2019-09-05,9.94149146587694,10.0855711226228,9.87368936955709,10.0516700744629,10834500,0,0
2019-09-06,10.0686203444508,10.1448978998903,9.99234278901138,10.0008182525635,7122000,0,0
2019-09-09,10.1025211122772,10.3652540090417,10.0940456489584,10.1364221572876,10193400,0,0
2019-09-10,10.170323200216,10.6873143385851,10.153372273582,10.6788396835327,20445700,0,0
2019-09-11,10.7466422468098,11.3229600372492,10.7381667831195,11.2805843353271,22745900,0,0
2019-09-12,11.3568605106566,11.5348411978478,10.9076714651797,11.4670391082764,17361000,0,0
2019-09-13,11.5009419900898,11.5433185049069,10.8398711070441,10.9330987930298,16283500,0,0
2019-09-16,10.8059686313715,11.0263258327398,10.712740957684,10.9161472320557,10268100,0,0
2019-09-17,10.9161457728606,11.07717551648,10.7551152209766,10.856819152832,12840600,0,0
2019-09-18,10.7296916856115,10.8568212205103,10.6195130786717,10.8483457565308,11994900,0,0
2019-09-19,10.856819152832,10.9585222764229,10.7974917245389,10.856819152832,9407000,0,0
2019-09-20,10.9161466496116,10.9669978113589,10.5771354021491,10.6110372543335,18167700,0,0
2019-09-23,10.5601860106314,10.9669985656486,10.5008593817576,10.9500484466553,10451000,0,0
2019-09-24,10.9839492959561,11.0008994146456,10.72121558602,10.7890176773071,9989300,0,0
2019-09-25,10.7720677517691,11.0093750755291,10.7296912418886,10.9500484466553,7262500,0,0
2019-09-26,10.9500481978361,10.9585236612725,10.6110377430251,10.6279878616333,8096600,0,0
2019-09-27,10.6957910435665,10.8652962882615,10.5008602142334,10.5008602142334,13681300,0,0
2019-09-30,10.5347622381854,10.6873165683977,10.4669601340321,10.5771379470825,11897800,0,0
2019-10-01,10.5940872035698,10.6618892970115,10.2127002258943,10.2805023193359,15106100,0,0
2019-10-02,10.2127004322301,10.2550769435535,9.75503588811991,9.77198600769043,12858800,0,0
2019-10-03,9.77198472321249,9.8143612289657,9.62790508861034,9.74655914306641,8857900,0,0
2019-10-04,9.72960933693261,9.84826340504083,9.6109560770891,9.78046131134033,9317600,0,0
2019-10-07,9.73808670043945,9.79741415019965,9.61943341744879,9.73808670043945,13190200,0,0
2019-10-08,9.68723454944464,9.77198677044202,9.53467942007865,9.61943244934082,12844200,0,0
2019-10-09,9.70418420547057,9.78893723067275,9.65333303696107,9.67875862121582,4870300,0,0
2019-10-10,9.67875740653882,9.94996575992573,9.67875740653882,9.85673809051514,7019400,0,0
2019-10-11,9.97539393920974,10.1025226756053,9.92454195969264,9.94149208068848,7310400,0,0
2019-10-14,9.94149160435863,10.0177691658472,9.80588740983,10.0092945098877,7411300,0,0
2019-10-15,9.91606577024085,10.3822057833931,9.89911565048399,10.2635517120361,14070300,0,0
2019-10-16,10.195749464349,10.5093343536869,10.195749464349,10.3144035339355,12312500,0,0
2019-10-17,10.3398287710358,10.3483042346363,10.1025214480751,10.2042245864868,6980300,0,0
2019-10-18,10.1872742523452,10.7720674879251,10.1618478620809,10.5432348251343,16496600,0,0
2019-10-21,10.5940864660626,10.8398692397446,10.4330567074149,10.5178089141846,12326700,0,0
2019-10-22,10.4669567749347,10.8737692692982,10.3483027266131,10.856819152832,12276500,0,0
2019-10-23,10.8229211565018,11.1026050271278,10.6957916100488,11.0941295623779,14966400,0,0
2019-10-24,11.060226197394,11.0771763150822,10.721214952719,10.8229188919067,12552800,0,0
2019-10-25,10.86529510035,10.9585235809381,10.8144439366335,10.9246225357056,6673500,0,0
2019-10-28,10.9754748242005,11.2297330936339,10.9161481910298,10.9585247039795,12478400,0,0
2019-10-29,10.8822469711304,11.0009002356052,10.7890184824547,10.8822469711304,6394100,0,0
2019-10-30,10.8737705637244,11.0602267166359,10.7466418461684,10.9246225357056,9603900,0,0
2019-10-31,10.8991950628766,10.9924235342036,10.7127397367519,10.9669971466064,8728900,0,0
2019-11-01,11.0008984644162,11.3229587743437,10.9246217245053,11.2890577316284,11165800,0,0
2019-11-04,11.3568610107679,11.5941691429827,11.3144853091181,11.5687427520752,15181300,0,0
2019-11-05,11.5687433848505,11.7721504819125,11.4839911686507,11.5856943130493,14252300,0,0
2019-11-06,11.1195536233911,11.3907619920728,11.0771771137184,11.3229598999023,23376700,0,0
